room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
11571265,1407,39536325,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",0,0.0,3,1.0,,114.0,,2017-06-29 01:28:50.058570,45.082407,7.688646,0101000020E6100000BA15C26A2CC11E4012FB04508C8A4640
18439836,1407,26952489,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,4,1.0,,104.0,,2017-06-29 01:28:50.056082,45.071254,7.687699,0101000020E6100000B6F7A92A34C01E40C7DADFD91E894640
3115271,1407,15829438,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",5,4.5,5,2.0,,115.0,,2017-06-29 01:28:50.049085,45.080505,7.682421,0101000020E61000001A6A1492CCBA1E400E15E3FC4D8A4640
6087689,1407,31593549,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,6,3.0,,115.0,,2017-06-29 01:28:50.044902,45.057761,7.660495,0101000020E6100000A3AF20CD58A41E40FCFD62B664874640
6076008,1407,18779630,Entire home/apt,,Turin,,Centro - Crocetta,13,4.5,7,2.0,,104.0,,2017-06-29 01:28:50.037030,45.049086,7.666174,0101000020E610000032C85D8429AA1E408258367348864640
4693247,1407,24262726,Entire home/apt,,Turin,,Centro - Crocetta,13,4.5,4,2.0,,104.0,,2017-06-29 01:28:48.272544,45.072759,7.682931,0101000020E6100000C4B2994352BB1E40ADBEBA2A50894640
18035467,1407,53794923,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,2,2.0,,122.0,,2017-06-29 01:28:48.268419,45.06542,7.681177,0101000020E61000004A26A77686B91E408E40BCAE5F884640
7645294,1407,16427567,Entire home/apt,,Turin,,Centro - Crocetta,7,4.0,4,1.0,,115.0,,2017-06-29 01:28:48.263705,45.065653,7.695478,0101000020E6100000965984622BC81E4030F1475167884640
18014166,1407,123750807,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,2,1.0,,109.0,,2017-06-29 01:28:48.256766,45.061935,7.686168,0101000020E6100000363FFED2A2BE1E4027BD6F7CED874640
16674883,1407,16842008,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,3,1.0,,104.0,,2017-06-29 01:28:48.250407,45.077911,7.67967,0101000020E61000000E4A9869FBB71E40D47FD6FCF8894640
12696099,1407,69007740,Entire home/apt,,Turin,,Centro - Crocetta,28,5.0,5,2.0,,104.0,,2017-06-29 01:28:48.241592,45.075063,7.67689,0101000020E610000030F5F3A622B51E40E01115AA9B894640
73633,1407,319590,Entire home/apt,,Turin,,Centro - Crocetta,17,5.0,4,1.0,,108.0,,2017-06-29 01:28:45.682806,45.076011,7.676304,0101000020E6100000AE9D280989B41E4071917BBABA894640
12511749,1407,51791826,Entire home/apt,,Turin,,San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna,2,0.0,5,1.0,,115.0,,2017-06-29 01:28:45.674443,45.074427,7.642306,0101000020E61000002A1900AAB8911E403E78EDD286894640
12937955,1407,24667522,Entire home/apt,,Turin,,Centro - Crocetta,7,4.5,4,1.0,,104.0,,2017-06-29 01:28:44.035524,45.071182,7.683322,0101000020E61000009C8C2AC3B8BB1E402D08E57D1C894640
16293408,1407,82814502,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,0,0.0,2,1.0,,115.0,,2017-06-29 01:28:44.022095,45.065151,7.699854,0101000020E61000002EE6E786A6CC1E409E2633DE56884640
19208440,1407,8845395,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,4,3.0,,104.0,,2017-06-29 01:28:40.663910,45.068436,7.669574,0101000020E6100000F30181CEA4AD1E403DEFC682C2884640
10720473,1407,55365171,Entire home/apt,,Turin,,Centro - Crocetta,3,5.0,4,1.0,,109.0,,2017-06-29 01:28:39.009100,45.062037,7.67683,0101000020E610000085CE6BEC12B51E402B1213D4F0874640
3064988,1407,15599658,Entire home/apt,,Turin,,Centro - Crocetta,46,5.0,4,1.0,,104.0,,2017-06-29 01:28:39.001706,45.063045,7.679032,0101000020E6100000F9BF232A54B71E409296CADB11884640
6738532,1407,35287044,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",4,5.0,4,2.0,,87.0,,2017-06-29 01:28:37.949534,45.072303,7.697034,0101000020E6100000DECCE847C3C91E408B33863941894640
