"","neigh","price"
"2012","Venezia -  2 - Santa Croce",895
"2112","Venezia -  2 - Santa Croce",840
"2212","Venezia -  2 - Santa Croce",550
"2312","Venezia -  2 - Santa Croce",320
"2412","Venezia -  2 - Santa Croce",375
"2511","Venezia -  2 - Santa Croce",700
"2611","Venezia -  2 - Santa Croce",900
"2711","Venezia -  2 - Santa Croce",840
"2811","Venezia -  2 - Santa Croce",549
"2911","Venezia -  2 - Santa Croce",379
"3011","Venezia -  2 - Santa Croce",600
"3111","Venezia -  2 - Santa Croce",197
"3211","Venezia -  3 - Cannaregio",480
"3311","Venezia -  3 - Cannaregio",480
"3411","Venezia -  3 - Cannaregio",290
"3511","Venezia -  3 - Cannaregio",730
"3611","Venezia -  3 - Cannaregio",340
"3711","Venezia -  3 - Cannaregio",530
"3811","Venezia -  3 - Cannaregio",550
"3911","Venezia -  3 - Cannaregio",950
"4011","Venezia -  3 - Cannaregio",390
"4111","Venezia -  3 - Cannaregio",425
"425","Venezia -  3 - Cannaregio",610
"432","Venezia -  3 - Cannaregio",300
"442","Venezia -  3 - Cannaregio",520
"452","Venezia -  3 - Cannaregio",590
"462","Venezia -  3 - Cannaregio",699
"472","Venezia -  4 - Castello",380
"482","Venezia -  4 - Castello",370
"492","Venezia -  4 - Castello",380
"502","Venezia -  4 - Castello",650
"513","Venezia -  4 - Castello",NA
"522","Venezia -  4 - Castello",260
"532","Venezia -  4 - Castello",950
"542","Venezia -  4 - Castello",760
"552","Venezia -  4 - Castello",229
"562","Venezia -  4 - Castello",370
"572","Venezia -  4 - Castello",370
"582","Venezia -  4 - Castello",360
"592","Venezia -  4 - Castello",370
"602","Venezia -  4 - Castello",390
"613","Venezia -  4 - Castello",580
"622","Venezia -  5 - San Marco",500
"632","Venezia -  5 - San Marco",320
"642","Venezia -  5 - San Marco",320
"652","Venezia -  5 - San Marco",NA
"662","Venezia -  5 - San Marco",NA
"672","Venezia -  5 - San Marco",595
"682","Venezia -  5 - San Marco",NA
"692","Venezia -  5 - San Marco",490
"702","Venezia -  5 - San Marco",449
"713","Venezia -  5 - San Marco",375
"722","Venezia -  5 - San Marco",450
"732","Venezia -  5 - San Marco",750
"742","Venezia -  5 - San Marco",NA
"752","Venezia -  5 - San Marco",NA
"762","Venezia -  5 - San Marco",960
"772","Venezia -  6 - Dorsoduro",235
"782","Venezia -  6 - Dorsoduro",370
"792","Venezia -  6 - Dorsoduro",340
"802","Venezia -  6 - Dorsoduro",350
"813","Venezia -  6 - Dorsoduro",430
"822","Venezia -  6 - Dorsoduro",470
"832","Venezia -  6 - Dorsoduro",480
"842","Venezia -  6 - Dorsoduro",265
"852","Venezia -  6 - Dorsoduro",595
"862","Venezia -  6 - Dorsoduro",600
"872","Venezia -  6 - Dorsoduro",900
"882","Venezia -  6 - Dorsoduro",480
"892","Venezia -  6 - Dorsoduro",490
"902","Venezia -  6 - Dorsoduro",490
"913","Venezia -  6 - Dorsoduro",370
"922","Venezia -  7 - Giudecca",330
"932","Venezia -  7 - Giudecca",250
"942","Venezia -  7 - Giudecca",320
"952","Venezia -  7 - Giudecca",685
"962","Venezia -  7 - Giudecca",400
"972","Venezia -  7 - Giudecca",520
"982","Venezia -  7 - Giudecca",295
"992","Venezia -  7 - Giudecca",265
"1002","Venezia -  7 - Giudecca",650
"1013","Venezia -  7 - Giudecca",260
"1022","Venezia -  7 - Giudecca",295
"1032","Venezia -  7 - Giudecca",335
"1042","Venezia -  7 - Giudecca",359
"1052","Venezia -  7 - Giudecca",430
"1062","Venezia -  7 - Giudecca",340
"1072","Venezia -  8 - Lido",395
"1082","Venezia -  8 - Lido",205
"1092","Venezia -  8 - Lido",275
"1102","Venezia -  8 - Lido",475
"1113","Venezia -  8 - Lido",223
"1122","Venezia -  8 - Lido",295
"1132","Venezia -  8 - Lido",390
"1142","Venezia -  8 - Lido",310
"1152","Venezia -  8 - Lido",365
"1162","Venezia -  8 - Lido",500
"1172","Venezia -  8 - Lido",360
"1182","Venezia -  8 - Lido",900
"1192","Venezia -  8 - Lido",380
"1202","Venezia -  8 - Lido",NA
"1213","Venezia -  8 - Lido",264
"1222","Venezia -  9 - Murano",295
"1232","Venezia -  9 - Murano",280
"1242","Venezia -  9 - Murano",189
"1252","Venezia -  9 - Murano",260
"1262","Venezia -  9 - Murano",320
"1272","Venezia -  9 - Murano",330
"1282","Venezia -  9 - Murano",450
"1292","Venezia -  9 - Murano",260
"1302","Venezia -  9 - Murano",280
"1313","Venezia -  9 - Murano",340
"1322","Venezia -  9 - Murano",350
"1332","Venezia -  9 - Murano",340
"1342","Venezia -  9 - Murano",270
"1352","Venezia -  9 - Murano",350
"1362","Venezia -  9 - Murano",340
"1372","Venezia - 10 - Burano",150
"1382","",550
"1392","",360
"1402","",360
"1413","",450
"1422","",420
"1432","",350
"1442","",NA
"1452","",NA
"1462","",550
"1472","",360
"1482","",740
"1492","",179
"1502","",360
"1513","",640
"1522","Venezia - 11 - Mestre",235
"1532","Venezia - 11 - Mestre",130
"1542","Venezia - 11 - Mestre",245
"1552","Venezia - 11 - Mestre",185
"1562","Venezia - 11 - Mestre",210
"1572","Venezia - 11 - Mestre",135
"1582","Venezia - 11 - Mestre",145
"1592","Venezia - 11 - Mestre",155
"1602","Venezia - 11 - Mestre",289
"1613","Venezia - 11 - Mestre",123
"1622","Venezia - 11 - Mestre",295
"1632","Venezia - 11 - Mestre",140
"1642","Venezia - 11 - Mestre",120
"1652","Venezia - 11 - Mestre",122
"1662","Venezia - 11 - Mestre",278
"1672","Venezia - 12 - Marghera",190
"1682","Venezia - 12 - Marghera",149
"1692","Venezia - 12 - Marghera",120
"1702","Venezia - 12 - Marghera",140
"1713","Venezia - 12 - Marghera",125
"1722","Venezia - 12 - Marghera",70
"1732","Venezia - 12 - Marghera",65
"1742","Venezia - 12 - Marghera",185
"1752","Venezia - 12 - Marghera",118
"1762","Venezia - 12 - Marghera",145
"1772","Venezia - 12 - Marghera",115
"1782","Venezia - 12 - Marghera",149
"1792","Venezia - 12 - Marghera",157
"1802","Venezia - 12 - Marghera",96
"1813","Venezia - 12 - Marghera",250
"1822","Venezia - 13 - Zelarino",125
"1832","Venezia - 13 - Zelarino",125
"1842","Venezia - 13 - Zelarino",98
"1852","Venezia - 13 - Zelarino",205
"1862","Venezia - 13 - Zelarino",95
"1872","Venezia - 13 - Zelarino",155
"1882","Venezia - 13 - Zelarino",240
"1892","Venezia - 13 - Zelarino",235
"1902","Venezia - 13 - Zelarino",175
"1913","Venezia - 13 - Zelarino",NA
"1922","Venezia - 13 - Zelarino",115
"1932","Venezia - 13 - Zelarino",89
"1942","Venezia - 13 - Zelarino",83
"1952","Venezia - 13 - Zelarino",145
"1962","Venezia - 13 - Zelarino",74
"1972","Venezia - 14 - Favaro Veneto",156
"1982","Venezia - 14 - Favaro Veneto",245
"1992","Venezia - 14 - Favaro Veneto",80
"2002","Venezia - 14 - Favaro Veneto",85
"2013","Venezia - 14 - Favaro Veneto",198
"2022","Venezia - 14 - Favaro Veneto",192
"2032","Venezia - 14 - Favaro Veneto",159
"2042","Venezia - 14 - Favaro Veneto",255
"2052","Venezia - 14 - Favaro Veneto",160
"2062","Venezia - 14 - Favaro Veneto",205
"2072","Venezia - 14 - Favaro Veneto",145
"2082","Venezia - 14 - Favaro Veneto",195
"2092","Venezia - 14 - Favaro Veneto",142
"2103","Venezia - 14 - Favaro Veneto",240
"2113","Venezia - 14 - Favaro Veneto",119
"2122","Venezia -  1 - San Polo",NA
"2132","Venezia -  1 - San Polo",748
"2142","Venezia -  1 - San Polo",335
"2152","Venezia -  1 - San Polo",NA
"2162","Venezia -  1 - San Polo",380
"2172","Venezia -  1 - San Polo",580
"2182","Venezia -  1 - San Polo",520
"2192","Venezia -  1 - San Polo",435
"2202","Venezia -  1 - San Polo",570
"2213","Venezia -  1 - San Polo",335
"2222","Venezia -  1 - San Polo",230
"2232","Venezia -  1 - San Polo",420
"2242","Venezia -  1 - San Polo",445
"2252","Venezia -  1 - San Polo",220
"2262","Venezia -  1 - San Polo",330
"2272","Venezia -  2 - Santa Croce",NA
"2282","Venezia -  2 - Santa Croce",400
"2292","Venezia -  2 - Santa Croce",820
"2302","Venezia -  2 - Santa Croce",895
"2313","Venezia -  2 - Santa Croce",840
"2322","Venezia -  2 - Santa Croce",550
"2332","Venezia -  2 - Santa Croce",320
"2342","Venezia -  2 - Santa Croce",375
"2352","Venezia -  2 - Santa Croce",700
"2362","Venezia -  2 - Santa Croce",900
"2372","Venezia -  2 - Santa Croce",840
"2382","Venezia -  2 - Santa Croce",549
"2392","Venezia -  2 - Santa Croce",379
"2402","Venezia -  2 - Santa Croce",600
"2413","Venezia -  2 - Santa Croce",197
"2421","Venezia -  3 - Cannaregio",480
"2431","Venezia -  3 - Cannaregio",480
"2441","Venezia -  3 - Cannaregio",290
"2451","Venezia -  3 - Cannaregio",730
"2461","Venezia -  3 - Cannaregio",340
"2471","Venezia -  3 - Cannaregio",530
"2481","Venezia -  3 - Cannaregio",550
"2491","Venezia -  3 - Cannaregio",950
"2501","Venezia -  3 - Cannaregio",390
"2512","Venezia -  3 - Cannaregio",425
"2521","Venezia -  3 - Cannaregio",610
"2531","Venezia -  3 - Cannaregio",300
"2541","Venezia -  3 - Cannaregio",520
"2551","Venezia -  3 - Cannaregio",590
"2561","Venezia -  3 - Cannaregio",699
"2571","Venezia -  4 - Castello",380
"2581","Venezia -  4 - Castello",370
"2591","Venezia -  4 - Castello",380
"2601","Venezia -  4 - Castello",650
"2612","Venezia -  4 - Castello",NA
"2621","Venezia -  4 - Castello",260
"2631","Venezia -  4 - Castello",950
"2641","Venezia -  4 - Castello",760
"2651","Venezia -  4 - Castello",229
"2661","Venezia -  4 - Castello",370
"2671","Venezia -  4 - Castello",370
"2681","Venezia -  4 - Castello",360
"2691","Venezia -  4 - Castello",370
"2701","Venezia -  4 - Castello",390
"2712","Venezia -  4 - Castello",580
"272","Venezia -  5 - San Marco",500
"273","Venezia -  5 - San Marco",320
"274","Venezia -  5 - San Marco",320
"275","Venezia -  5 - San Marco",NA
"276","Venezia -  5 - San Marco",NA
"277","Venezia -  5 - San Marco",595
"278","Venezia -  5 - San Marco",NA
"279","Venezia -  5 - San Marco",490
"280","Venezia -  5 - San Marco",449
"281","Venezia -  5 - San Marco",375
"282","Venezia -  5 - San Marco",450
"283","Venezia -  5 - San Marco",750
"284","Venezia -  5 - San Marco",NA
"285","Venezia -  5 - San Marco",NA
"286","Venezia -  5 - San Marco",960
"287","Venezia -  6 - Dorsoduro",235
"288","Venezia -  6 - Dorsoduro",370
"289","Venezia -  6 - Dorsoduro",340
"290","Venezia -  6 - Dorsoduro",350
"291","Venezia -  6 - Dorsoduro",430
"292","Venezia -  6 - Dorsoduro",470
"293","Venezia -  6 - Dorsoduro",480
"294","Venezia -  6 - Dorsoduro",265
"295","Venezia -  6 - Dorsoduro",595
"296","Venezia -  6 - Dorsoduro",600
"297","Venezia -  6 - Dorsoduro",900
"298","Venezia -  6 - Dorsoduro",480
"299","Venezia -  6 - Dorsoduro",490
"300","Venezia -  6 - Dorsoduro",490
"301","Venezia -  6 - Dorsoduro",370
"302","Venezia -  7 - Giudecca",330
"303","Venezia -  7 - Giudecca",250
"304","Venezia -  7 - Giudecca",320
"305","Venezia -  7 - Giudecca",685
"306","Venezia -  7 - Giudecca",400
"307","Venezia -  7 - Giudecca",520
"308","Venezia -  7 - Giudecca",295
"309","Venezia -  7 - Giudecca",265
"310","Venezia -  7 - Giudecca",650
"311","Venezia -  7 - Giudecca",260
"312","Venezia -  7 - Giudecca",295
"313","Venezia -  7 - Giudecca",335
"314","Venezia -  7 - Giudecca",359
"315","Venezia -  7 - Giudecca",430
"316","Venezia -  7 - Giudecca",340
"317","Venezia -  8 - Lido",395
"318","Venezia -  8 - Lido",205
"319","Venezia -  8 - Lido",275
"320","Venezia -  8 - Lido",475
"321","Venezia -  8 - Lido",223
"322","Venezia -  8 - Lido",295
"323","Venezia -  8 - Lido",390
"324","Venezia -  8 - Lido",310
"325","Venezia -  8 - Lido",365
"326","Venezia -  8 - Lido",500
"327","Venezia -  8 - Lido",360
"328","Venezia -  8 - Lido",900
"329","Venezia -  8 - Lido",380
"330","Venezia -  8 - Lido",NA
"331","Venezia -  8 - Lido",264
"332","Venezia -  9 - Murano",295
"333","Venezia -  9 - Murano",280
"334","Venezia -  9 - Murano",189
"335","Venezia -  9 - Murano",260
"336","Venezia -  9 - Murano",320
"337","Venezia -  9 - Murano",330
"338","Venezia -  9 - Murano",450
"339","Venezia -  9 - Murano",260
"340","Venezia -  9 - Murano",280
"341","Venezia -  9 - Murano",340
"342","Venezia -  9 - Murano",350
"343","Venezia -  9 - Murano",340
"344","Venezia -  9 - Murano",270
"345","Venezia -  9 - Murano",350
"346","Venezia -  9 - Murano",340
"347","Venezia - 10 - Burano",150
"348","",550
"349","",360
"350","",360
"351","",450
"352","",420
"353","",350
"354","",NA
"355","",NA
"356","",550
"357","",360
"358","",740
"359","",179
"360","",360
"361","",640
"362","Venezia - 11 - Mestre",235
"363","Venezia - 11 - Mestre",130
"364","Venezia - 11 - Mestre",245
"365","Venezia - 11 - Mestre",185
"366","Venezia - 11 - Mestre",210
"367","Venezia - 11 - Mestre",135
"368","Venezia - 11 - Mestre",145
"369","Venezia - 11 - Mestre",155
"370","Venezia - 11 - Mestre",289
"371","Venezia - 11 - Mestre",123
"372","Venezia - 11 - Mestre",295
"373","Venezia - 11 - Mestre",140
"374","Venezia - 11 - Mestre",120
"375","Venezia - 11 - Mestre",122
"376","Venezia - 11 - Mestre",278
"377","Venezia - 12 - Marghera",190
"378","Venezia - 12 - Marghera",149
"379","Venezia - 12 - Marghera",120
"380","Venezia - 12 - Marghera",140
"381","Venezia - 12 - Marghera",125
"382","Venezia - 12 - Marghera",70
"383","Venezia - 12 - Marghera",65
"384","Venezia - 12 - Marghera",185
"385","Venezia - 12 - Marghera",118
"386","Venezia - 12 - Marghera",145
"387","Venezia - 12 - Marghera",115
"388","Venezia - 12 - Marghera",149
"389","Venezia - 12 - Marghera",157
"390","Venezia - 12 - Marghera",96
"391","Venezia - 12 - Marghera",250
"392","Venezia - 13 - Zelarino",125
"393","Venezia - 13 - Zelarino",125
"394","Venezia - 13 - Zelarino",98
"395","Venezia - 13 - Zelarino",205
"396","Venezia - 13 - Zelarino",95
"397","Venezia - 13 - Zelarino",155
"398","Venezia - 13 - Zelarino",240
"399","Venezia - 13 - Zelarino",235
"400","Venezia - 13 - Zelarino",175
"401","Venezia - 13 - Zelarino",NA
"402","Venezia - 13 - Zelarino",115
"403","Venezia - 13 - Zelarino",89
"404","Venezia - 13 - Zelarino",83
"405","Venezia - 13 - Zelarino",145
"406","Venezia - 13 - Zelarino",74
"407","Venezia - 14 - Favaro Veneto",156
"408","Venezia - 14 - Favaro Veneto",245
"409","Venezia - 14 - Favaro Veneto",80
"410","Venezia - 14 - Favaro Veneto",85
"411","Venezia - 14 - Favaro Veneto",198
"412","Venezia - 14 - Favaro Veneto",192
"413","Venezia - 14 - Favaro Veneto",159
"414","Venezia - 14 - Favaro Veneto",255
"415","Venezia - 14 - Favaro Veneto",160
"416","Venezia - 14 - Favaro Veneto",205
"417","Venezia - 14 - Favaro Veneto",145
"418","Venezia - 14 - Favaro Veneto",195
"419","Venezia - 14 - Favaro Veneto",142
"420","Venezia - 14 - Favaro Veneto",240
"421","Venezia - 14 - Favaro Veneto",119
